potds,score
70,80
91,68
106,90
54,100
124,99
50,56
94,98
92,78
76,91
61,90
101,69
81,100
103,59
77,83
81,87
78,85
103,78
100,95
60,89
74,87
97,100
68,94
67,78
45,89
52,53
70,66
52,76
88,69
112,68
60,90
14,63
69,92
39,69
60,62
112,93
25,64
98,90
87,76
98,53
60,85
81,61
113,65
113,81
48,77
90,93
70,84
100,73
78,55
61,83
67,76
57,98
73,83
32,100
107,85
71,95
70,91
91,69
62,92
127,77
71,79
91,95
71,100
90,73
41,88
77,58
113,81
118,78
103,76
107,57
77,67
116,94
86,89
81,100
83,68
62,74
89,89
74,66
42,60
69,77
83,99
64,86
63,100
83,87
112,65
72,66
71,100
120,64
79,88
41,85
34,100
48,72
66,83
72,69
88,81
101,94
71,82
72,100
98,96
96,78
51,95
106,100
50,81
53,78
108,91
115,63
93,91
70,85
52,91
45,100
126,100
53,83
127,72
118,86
62,51
49,66
52,82
48,90
121,76
28,70
54,75
53,64
109,75
85,55
70,80
40,88
88,99
40,60
60,53
38,81
77,78
111,56
87,58
67,73
75,94
86,86
81,55
78,85
76,83
107,91
100,100
71,83
92,87
105,100
92,89
65,83
108,74
42,83
78,73
31,68
130,81
47,96
