potds,score
88,35
66,80
120,100
120,44
67,82
62,100
46,68
28,57
63,99
81,100
53,100
72,65
12,88
119,72
109,46
62,81
53,70
38,81
67,70
33,70
80,100
76,7
104,81
6,45
