potds,score
72,72
100,99
74,89
43,41
63,100
101,100
103,80
73,73
77,65
94,43
99,100
83,73
81,50
67,66
84,69
80,79
48,100
103,77
103,65
74,84
99,100
104,100
61,49
100,45
88,68
100,49
62,93
69,79
80,78
61,57
61,46
107,66
71,76
24,100
77,29
77,100
108,93
37,46
66,27
31,87
112,75
97,75
81,48
114,92
82,33
80,71
69,77
54,94
65,74
109,68
112,62
102,71
43,92
49,100
75,100
127,75
90,77
108,100
53,81
67,66
121,79
60,97
92,79
70,91
57,41
34,93
40,81
90,69
74,78
115,86
26,69
79,54
73,85
114,63
43,46
45,92
54,77
91,74
63,86
58,48
104,100
56,80
73,86
48,100
113,100
50,91
82,82
36,100
62,95
99,44
98,59
34,60
89,100
117,100
96,87
73,81
127,78
69,75
66,58
86,100
61,64
46,54
71,78
82,75
65,77
41,92
95,56
103,50
90,60
64,80
120,99
94,94
126,62
38,88
63,61
70,100
79,97
58,47
125,93
83,100
30,72
65,57
62,98
89,96
49,81
80,74
42,77
82,93
44,100
87,100
57,80
100,67
103,100
116,100
48,91
45,56
77,93
75,65
79,72
79,68
76,59
40,84
43,71
107,69
65,74
60,54
93,78
83,76
79,100
79,93
118,32
45,96
75,100
64,47
86,50
108,89
94,52
111,100
19,82
91,45
85,77
114,82
20,63
37,88
53,85
77,88
91,41
71,65
53,98
38,78
73,100
38,92
41,82
58,41
4,100
93,94
60,75
74,42
67,100
37,77
129,21
114,97
78,100
106,87
64,100
43,64
100,100
56,100
47,77
61,90
41,78
64,91
74,100
109,74
72,47
89,98
51,74
54,100
45,88
41,64
107,78
61,80
46,69
85,28
96,45
35,100
75,92
65,90
91,44
96,86
127,60
87,69
45,51
62,38
70,74
65,68
36,39
118,47
86,96
107,67
69,63
108,72
77,100
24,100
103,76
32,100
65,92
83,67
93,88
34,78
73,95
36,81
84,85
57,46
45,82
78,89
73,93
75,78
103,86
90,78
103,100
60,83
63,100
99,70
49,50
41,80
68,100
89,100
68,100
112,76
88,84
87,76
66,82
70,100
70,73
107,59
106,78
111,100
80,82
81,56
56,100
42,63
67,79
125,86
78,80
40,100
36,57
84,90
92,71
66,81
34,35
35,87
51,98
47,62
53,76
82,100
131,61
99,94
89,100
105,85
40,92
88,30
80,100
76,73
61,100
50,89
57,100
63,100
80,65
95,54
134,81
0,29
73,24
110,100
96,61
93,55
119,57
44,89
121,84
96,69
73,86
31,93
59,95
112,53
56,89
100,100
84,93
87,100
100,100
89,60
91,86
76,88
122,71
113,92
21,76
91,77
111,58
94,100
74,79
83,95
74,53
73,51
27,68
86,51
45,69
71,90
93,98
92,100
43,71
62,100
92,34
93,68
102,100
108,87
77,100
99,100
76,76
44,73
56,83
121,100
59,83
108,87
29,62
69,43
17,90
82,66
80,77
69,88
30,83
69,88
65,42
56,46
80,81
81,77
71,93
101,74
45,61
62,83
112,92
103,74
99,88
58,65
101,86
70,82
91,71
107,70
59,82
82,35
71,98
99,88
62,59
56,44
60,63
41,85
110,95
43,48
51,100
