potds,score
28,45
110,96
34,54
21,35
125,90
83,94
30,71
90,69
80,61
78,76
86,100
79,56
74,53
94,62
80,74
39,52
69,58
106,80
46,86
35,58
130,100
64,48
50,85
68,84
62,84
97,82
99,66
101,84
75,48
42,81
51,45
67,90
82,72
101,91
47,49
27,53
29,50
56,73
