potds,score
100,78
103,72
77,73
99,87
83,74
67,89
80,89
48,54
103,78
103,100
104,89
61,91
88,80
100,95
69,78
80,84
24,45
77,75
66,86
97,93
80,84
54,62
112,77
43,61
127,100
90,77
108,100
92,93
70,94
40,60
90,100
26,37
73,64
54,74
104,85
56,68
73,81
48,81
113,100
36,53
73,83
127,100
69,98
66,88
86,79
71,100
82,74
41,65
103,76
38,70
125,96
83,82
89,100
49,68
80,100
42,78
100,84
107,72
65,68
93,76
79,77
94,66
114,94
38,71
58,40
67,60
37,60
106,100
64,70
100,100
109,100
85,58
35,62
75,50
65,58
96,71
118,83
86,65
108,97
32,62
65,73
45,67
75,78
63,100
99,72
49,72
68,81
112,96
88,75
87,63
70,67
106,100
80,100
81,64
125,100
78,49
40,59
92,78
66,72
51,71
53,69
82,86
131,97
89,85
105,94
88,73
76,77
61,58
50,70
57,100
80,89
121,100
73,76
56,84
100,72
84,85
87,88
91,100
21,53
92,100
62,67
93,98
102,84
77,79
56,85
108,94
29,46
69,77
80,64
101,62
45,44
91,95
82,71
56,81
51,81
