potds,score
72,49
77,65
36,71
100,78
95,79
84,75
73,66
63,100
74,79
75,91
93,88
43,54
43,70
63,57
70,65
80,71
101,91
45,57
63,91
73,87
116,83
34,56
103,72
73,85
28,51
55,87
55,61
73,58
58,77
77,73
94,85
99,87
89,92
91,92
86,77
20,45
83,74
97,93
83,61
88,71
85,100
84,76
86,81
34,70
81,94
77,39
25,52
74,100
124,100
33,28
110,74
60,44
43,75
53,77
34,63
67,89
75,71
98,74
83,52
82,92
84,95
48,74
86,72
80,89
74,64
48,54
101,84
16,40
61,54
47,72
48,46
49,87
84,63
39,46
112,97
46,58
79,80
53,45
99,90
56,38
106,91
93,84
87,53
103,82
103,78
103,100
91,65
99,82
74,100
99,77
95,97
102,100
88,53
79,46
77,95
86,85
69,100
66,48
120,100
78,74
69,65
94,82
65,45
104,89
54,89
113,69
124,95
70,63
61,91
100,80
50,79
65,48
53,74
94,86
118,79
88,80
100,95
62,54
71,90
45,74
103,92
30,49
49,66
39,59
69,78
92,93
75,68
77,100
76,75
77,95
80,84
112,100
61,65
61,79
61,71
107,100
71,54
43,72
58,43
38,72
87,100
24,45
29,57
101,99
104,100
77,53
69,82
104,77
120,89
64,76
64,91
81,100
113,100
115,100
65,94
77,75
85,64
93,65
87,86
53,35
103,91
77,70
85,58
81,90
35,61
59,92
108,78
60,72
94,100
69,67
120,88
110,89
112,74
64,100
74,61
78,53
49,43
92,94
39,59
65,40
97,100
31,39
37,56
66,86
31,37
112,90
91,76
54,87
78,59
103,88
81,59
84,91
90,100
97,93
81,43
114,87
60,85
34,37
112,80
36,61
99,91
61,71
88,55
58,28
100,78
82,92
60,91
101,100
86,61
80,84
76,98
69,75
72,100
74,100
91,82
97,100
78,100
54,62
65,63
70,54
71,56
109,90
112,77
41,43
102,100
86,90
124,100
88,81
72,52
21,55
43,61
42,64
121,93
125,100
68,81
72,87
48,61
67,46
96,98
74,57
68,72
90,75
59,45
88,66
67,80
98,69
82,59
49,71
35,51
45,52
75,96
66,88
127,100
90,77
108,100
74,69
71,96
86,61
82,76
83,91
53,76
69,54
83,85
78,58
64,83
66,53
71,94
63,88
61,46
67,86
102,100
121,93
122,88
40,73
46,53
60,56
94,100
92,93
128,100
105,78
81,100
70,94
30,61
56,49
84,51
57,59
34,61
16,46
40,60
37,42
117,77
56,85
48,68
57,92
68,67
60,43
102,64
81,81
53,90
90,100
40,59
74,77
115,98
101,66
11,41
72,92
54,79
105,88
78,53
53,58
73,65
66,53
117,90
41,31
52,89
85,65
129,100
63,71
122,96
26,37
79,62
73,64
56,73
66,82
57,89
3,22
70,72
91,100
114,80
111,95
115,100
78,100
95,92
58,46
52,92
112,100
71,100
116,90
90,94
126,100
43,52
45,66
17,50
74,90
74,100
102,90
31,50
64,78
83,65
85,74
32,49
54,74
86,97
115,85
104,100
86,95
92,72
67,85
91,56
80,84
63,84
63,42
54,69
101,74
95,80
74,75
67,91
67,70
58,42
82,94
104,85
115,88
52,71
60,75
69,67
63,100
62,84
65,31
79,86
87,99
122,85
113,94
88,93
56,68
112,100
55,45
73,80
86,73
73,81
66,100
62,65
43,73
109,100
60,69
14,40
62,82
101,88
48,81
80,56
34,55
32,58
90,71
113,100
50,79
82,82
70,54
36,53
49,84
62,76
57,82
68,47
60,55
69,89
54,54
94,83
51,85
109,75
99,88
39,70
60,42
84,92
44,70
62,49
89,69
97,96
109,87
98,75
99,100
77,59
34,48
89,82
112,85
102,77
114,97
117,90
96,88
71,45
38,65
65,65
25,57
73,83
60,65
62,80
67,93
127,100
98,78
59,67
69,98
116,80
65,96
45,62
56,60
103,100
53,75
111,92
84,69
78,65
106,75
50,47
54,73
66,88
97,76
67,64
46,85
86,79
48,72
108,84
87,72
61,66
46,45
32,62
37,56
71,100
77,54
82,74
124,95
65,49
97,69
13,30
51,49
41,65
51,74
89,74
80,53
120,93
89,100
78,83
116,83
76,68
19,37
59,80
95,84
102,82
87,91
61,94
77,100
31,65
85,65
115,82
55,90
103,76
98,72
90,60
112,78
35,49
62,80
79,65
64,52
61,52
120,92
49,72
84,68
103,93
94,82
59,97
126,100
60,85
96,96
61,86
49,79
60,86
89,59
72,89
94,80
86,92
89,100
71,71
81,74
38,70
58,49
94,55
79,54
46,32
113,100
99,73
48,45
123,100
87,74
63,61
70,62
97,63
79,69
58,73
67,84
51,80
74,100
57,91
48,68
50,64
125,96
83,82
44,80
87,95
104,100
67,99
30,54
52,93
78,67
65,83
113,98
62,94
46,71
63,82
86,75
67,100
89,100
77,100
130,100
65,100
107,76
45,59
106,83
100,100
125,92
53,82
119,100
37,72
48,67
122,100
83,86
54,40
28,60
87,78
49,68
80,100
117,100
61,79
42,78
104,100
64,85
90,84
82,74
106,88
27,41
72,70
70,75
44,81
94,69
99,67
80,59
68,69
93,71
87,59
95,92
88,89
66,100
59,75
57,84
83,88
63,96
70,91
