potds,score
75,100
34,55
61,67
61,65
85,48
31,24
71,75
121,96
69,63
34,60
81,75
73,77
85,58
115,81
17,47
67,100
62,69
98,90
89,65
13,41
61,80
55,79
35,50
62,61
70,67
65,100
44,65
59,95
57,74
65,88
42,68
60,72
52,49
108,100
42,38
64,93
37,82
53,45
91,95
52,55
90,62
74,72
38,70
113,98
87,84
61,58
32,42
84,84
77,50
95,81
40,52
44,56
56,53
85,74
101,59
85,63
130,100
33,49
86,58
96,88
36,28
38,35
77,87
89,82
111,97
117,84
68,99
75,77
90,57
96,57
107,100
84,89
60,81
79,36
82,83
88,42
100,71
48,51
60,38
109,85
72,32
41,62
73,78
43,76
73,54
72,67
86,73
113,100
32,49
41,31
102,56
57,82
92,78
20,62
96,100
71,62
88,54
64,91
89,88
62,46
95,81
60,68
97,79
