potds,score
116,67
89,94
86,88
25,55
74,97
86,81
101,85
48,57
84,48
53,25
99,73
95,91
79,34
78,81
75,84
77,94
104,100
113,95
115,100
74,49
65,29
54,78
76,89
72,41
74,49
68,67
82,68
40,63
48,54
72,77
31,38
64,61
86,91
73,91
94,63
109,70
65,61
106,85
54,64
112,91
57,100
46,76
107,89
119,100
122,100
88,82
83,100
80,75
57,90
62,52
117,100
54,41
60,73
110,100
101,89
60,77
134,100
58,89
44,40
33,54
76,89
105,76
75,52
53,85
111,80
85,97
89,72
85,60
71,72
71,94
62,56
123,82
113,77
105,84
58,76
89,75
95,56
92,81
71,56
60,87
63,80
18,21
57,85
82,44
87,95
35,44
67,81
82,79
36,65
49,85
68,63
47,46
103,94
74,76
113,100
49,69
83,100
105,95
38,79
94,64
95,89
57,84
62,100
31,51
27,58
115,77
54,81
105,71
108,89
82,66
57,92
57,70
117,92
89,96
68,65
68,93
72,94
66,60
38,61
106,89
81,72
93,58
56,70
69,45
63,95
69,97
103,84
52,72
86,91
35,66
83,59
76,79
101,94
77,54
88,79
60,71
59,62
111,92
58,99
78,80
91,78
70,100
42,49
71,74
64,97
75,62
36,50
100,77
36,56
31,60
103,86
84,94
66,65
91,69
116,74
61,25
49,63
26,54
