potds,score
36,71
95,79
63,91
55,61
86,81
83,52
99,82
69,100
94,82
113,69
38,72
69,82
35,61
59,92
94,100
64,100
49,43
92,94
78,59
72,100
91,82
72,87
67,46
96,98
86,61
61,46
46,53
129,100
56,73
91,100
95,92
71,100
85,74
115,85
54,69
63,100
101,88
70,54
68,47
44,70
59,67
124,95
116,83
31,65
49,72
61,86
51,80
48,68
86,75
100,100
35,39
60,96
76,48
108,92
100,71
64,100
94,94
87,54
52,58
68,38
81,63
47,47
69,86
98,75
41,67
67,81
85,50
57,48
83,75
63,48
56,83
32,58
51,52
68,76
67,78
67,58
51,67
105,97
30,53
120,96
87,88
96,100
112,94
98,68
105,60
88,74
67,92
97,72
61,100
74,59
94,87
117,83
56,79
81,46
87,98
106,100
72,79
49,68
49,73
70,47
123,100
52,57
108,80
103,80
20,51
112,76
32,50
91,77
85,100
31,54
100,100
46,51
89,87
42,70
72,59
104,100
116,76
86,82
83,100
24,41
77,100
59,68
65,80
104,86
98,68
86,74
52,40
60,67
49,53
80,100
77,68
50,62
56,59
90,79
130,99
53,47
95,86
81,80
114,82
53,49
92,94
68,59
92,82
72,89
98,85
19,57
42,75
92,54
113,84
103,94
92,99
50,43
86,99
39,72
