potds,score
75,88
34,74
61,79
61,89
85,81
31,44
71,70
121,80
69,71
34,57
81,94
73,67
85,57
115,97
17,58
67,72
62,62
98,77
89,77
13,47
61,87
55,92
35,58
62,71
70,61
65,90
44,71
59,77
57,86
65,89
42,53
60,75
52,57
108,72
42,44
64,92
37,67
53,65
91,87
52,45
90,81
74,98
38,69
113,64
87,56
61,74
32,41
84,96
77,61
95,48
40,52
44,75
56,43
85,65
101,74
85,78
130,98
33,61
86,57
96,89
36,57
38,44
77,100
89,92
111,87
117,96
68,94
75,72
90,66
96,77
107,83
84,99
60,60
79,57
82,53
88,59
100,89
48,47
60,58
109,71
72,43
41,69
73,78
43,81
73,57
72,86
86,70
113,99
32,50
41,59
102,77
57,61
92,65
20,59
96,83
71,73
88,49
64,86
89,78
62,51
95,72
60,74
97,69
