potds,score
70,78
73,95
28,45
91,99
83,67
85,84
77,59
124,95
34,82
98,89
61,62
112,87
106,93
93,74
65,55
54,75
124,100
50,73
94,81
71,83
30,55
92,91
76,61
61,85
101,87
81,97
93,75
103,98
77,75
81,77
110,100
78,65
103,98
34,53
88,57
100,93
60,74
74,82
97,97
78,93
21,67
125,95
68,96
67,73
45,66
66,97
83,91
69,71
64,66
81,89
30,63
16,58
57,80
53,83
40,72
54,88
52,95
122,99
57,82
70,59
58,60
52,79
116,80
86,78
104,86
82,80
115,76
88,90
112,100
62,62
43,58
60,73
14,60
90,78
60,67
69,87
51,85
39,70
60,61
77,58
112,68
102,59
71,48
38,82
25,73
98,98
65,100
56,77
84,54
78,71
67,78
48,92
108,78
87,69
32,59
89,75
80,62
78,83
76,86
19,56
59,69
102,75
87,100
98,85
103,95
60,73
89,61
94,96
86,98
81,63
94,65
79,61
113,87
52,78
113,80
106,96
48,77
90,99
70,74
59,77
70,90
74,76
66,75
27,60
63,72
39,59
96,74
45,55
12,58
103,91
74,92
100,81
78,55
61,88
67,75
89,76
99,70
57,74
82,49
70,82
94,59
42,86
73,75
80,99
32,70
107,82
71,59
92,86
72,81
87,56
51,60
70,88
91,96
57,53
62,61
127,89
71,98
82,71
58,67
39,49
91,68
71,64
37,67
66,61
51,78
90,84
103,75
56,57
41,71
110,78
64,65
77,59
90,81
59,70
54,40
113,77
69,62
118,96
75,93
59,57
29,50
103,88
68,95
107,82
77,98
124,86
116,89
86,76
50,58
66,62
115,93
51,59
69,72
59,70
81,58
113,64
106,95
83,81
46,65
74,68
62,64
89,79
35,64
130,93
74,94
42,92
69,68
83,70
120,93
66,61
93,62
65,46
64,64
63,97
38,66
64,91
83,77
41,46
94,99
100,99
53,75
70,54
78,74
64,72
112,73
72,74
72,57
71,68
95,80
61,88
120,100
56,53
94,70
79,61
60,73
50,76
105,83
41,69
68,83
50,81
95,82
56,77
34,67
48,67
62,87
104,97
66,89
72,47
97,55
104,71
76,88
72,94
109,68
82,91
77,100
88,82
101,60
84,62
71,75
72,63
98,100
96,95
67,90
51,69
50,60
86,85
99,73
106,100
50,70
53,91
117,96
108,86
115,96
76,88
73,79
93,100
101,51
75,66
70,55
47,76
52,60
111,89
27,48
45,57
126,80
71,68
61,91
52,66
40,79
53,69
113,97
90,67
60,77
53,84
127,89
55,64
69,54
118,92
66,67
42,65
64,95
75,72
113,91
116,88
62,83
67,54
49,72
52,92
110,96
86,62
51,52
84,69
48,85
121,93
28,56
54,59
77,100
61,79
53,92
29,59
50,89
101,67
108,77
67,68
70,69
109,70
85,92
60,60
45,60
79,50
92,87
62,97
70,62
58,88
40,67
88,87
40,65
86,85
22,56
111,87
100,87
73,81
60,89
60,58
78,86
38,59
48,82
46,66
86,58
45,40
88,91
118,85
77,84
87,64
45,75
111,100
87,59
41,69
101,99
67,57
75,71
80,59
82,83
33,64
62,93
86,91
101,93
81,67
32,50
78,98
47,60
76,69
107,84
79,96
71,70
100,82
79,95
89,58
34,75
71,75
82,56
61,87
67,51
58,40
41,59
109,100
27,59
127,85
78,79
72,88
106,92
96,78
61,69
20,59
92,77
105,72
92,56
93,74
88,49
64,86
29,47
52,84
74,58
65,78
56,49
108,99
108,73
100,77
39,59
45,62
68,60
42,55
78,63
100,75
80,82
23,61
31,69
130,94
47,74
