potds,score
34,56
55,87
33,28
60,44
43,75
75,71
82,92
48,74
39,46
46,58
77,95
70,63
53,74
103,92
49,66
112,100
43,72
58,43
29,57
104,77
120,89
64,76
65,94
85,64
69,67
39,59
31,39
91,76
60,85
99,91
61,71
41,43
124,100
121,93
48,61
90,75
82,59
35,51
74,69
71,96
83,85
78,58
102,100
122,88
117,77
56,85
60,43
102,64
81,81
101,66
105,88
78,53
73,65
66,82
111,95
78,100
112,100
90,94
74,90
83,65
80,84
63,42
67,70
60,75
65,31
113,94
80,56
54,54
84,92
109,87
60,65
62,80
67,93
116,80
45,62
97,76
97,69
13,30
51,74
120,93
85,65
115,82
62,80
79,65
84,68
96,96
49,79
74,100
44,80
78,67
67,100
45,59
37,72
54,40
87,78
117,100
104,100
27,41
72,70
94,69
99,67
68,69
93,71
66,100
63,96
59,76
43,37
97,70
56,49
49,60
73,89
104,89
49,28
59,100
57,94
47,47
93,82
119,96
95,66
101,83
42,72
52,42
78,73
96,69
38,55
98,91
52,95
60,73
106,100
84,78
28,63
108,99
41,69
58,79
53,66
71,100
64,80
102,97
89,73
36,26
75,60
123,86
32,61
129,90
89,80
48,67
70,93
58,88
110,100
79,89
89,70
78,84
44,77
98,85
43,55
66,99
98,86
130,100
114,98
118,78
75,100
113,79
114,91
112,82
82,100
92,88
77,45
114,100
78,94
72,100
73,51
88,78
57,72
85,79
64,58
89,94
64,80
56,84
87,74
117,98
66,76
87,75
78,63
52,66
83,50
103,75
32,27
83,68
117,100
79,74
108,97
112,90
58,67
22,53
106,83
76,78
98,88
95,65
114,88
78,76
114,86
89,92
108,77
75,100
56,33
105,76
85,57
59,79
78,71
60,85
119,90
58,54
11,39
101,74
76,100
72,69
85,76
62,48
90,100
40,59
41,44
92,75
90,64
130,98
64,70
96,73
80,71
39,67
107,89
116,87
115,87
56,80
25,37
86,79
38,43
106,92
103,98
8,43
33,59
101,65
113,94
71,89
89,100
108,87
45,77
112,92
49,78
73,53
89,74
61,65
75,82
46,58
54,80
131,100
81,67
26,46
59,78
57,100
69,77
90,65
113,100
91,83
105,98
59,100
54,64
59,77
73,86
87,100
57,40
79,79
49,68
78,83
66,67
72,76
64,64
94,59
61,66
90,74
116,84
107,87
90,84
63,100
108,94
57,81
57,73
80,57
101,74
79,100
106,100
16,42
84,100
80,53
99,86
55,81
43,50
107,77
58,73
112,100
47,83
45,44
103,98
99,66
79,49
129,100
41,78
60,76
95,60
76,50
75,51
72,100
66,63
53,85
73,91
117,91
94,61
48,92
71,86
73,57
90,80
61,46
68,75
24,50
53,76
74,78
48,51
68,64
67,70
59,84
47,48
119,86
79,62
59,50
87,82
80,100
113,90
107,100
104,91
84,71
57,45
103,80
112,81
18,52
73,62
32,58
60,87
106,74
86,81
72,94
57,65
86,67
87,86
82,60
99,93
113,99
79,59
31,56
63,100
71,51
105,82
87,90
70,100
52,56
66,71
86,74
44,65
20,49
125,96
70,72
78,100
62,77
80,100
49,44
104,91
50,66
60,53
51,68
95,67
88,60
57,84
95,95
64,86
124,100
98,78
82,74
93,100
51,81
62,35
114,100
65,57
90,59
49,78
81,64
112,89
